City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,Tazacorte,28.629,-17.9293,19.54,89,75,8.23,ES,1715487449
352,Page,36.9147,-111.4558,15.88,43,0,2.68,US,1715487450
353,Tura,25.5198,90.2201,30.62,55,4,0.42,IN,1715487451
354,São José da Coroa Grande,-8.8978,-35.1478,25.82,80,100,0.87,BR,1715487452
355,Gisborne,-38.6533,178.0042,12.42,62,0,2.83,NZ,1715487190
356,Portel,-1.9356,-50.8211,24.16,99,100,2.07,BR,1715487453
357,Vikulovo,56.8167,70.6107,12.27,50,77,7.61,RU,1715487454
358,Xilin Hot,43.9667,116.0333,17.19,17,0,7.36,CN,1715487455
359,Nikolayevsk-on-Amur,53.1406,140.73,4.56,65,100,5.36,RU,1715487456
360,Priargunsk,50.3691,119.1012,14.76,17,7,5.64,RU,1715487457
361,Waingapu,-9.6567,120.2641,30.02,64,54,6.57,ID,1715487459
362,Presidente Epitácio,-21.7633,-52.1156,20.64,50,0,1.04,BR,1715487444
363,Lerwick,60.1545,-1.1494,11.0,87,100,8.63,GB,1715487460
364,Province of Vibo Valentia,38.6996,16.1274,12.33,84,6,1.81,IT,1715487461
365,Arradon,47.6271,-2.8215,15.49,82,0,0.51,FR,1715487463
366,Genhe,50.7833,121.5167,11.57,32,40,4.12,CN,1715487463
367,Chiungutwa,-10.8833,38.9833,18.81,97,6,0.09,TZ,1715487464
368,Sumbe,-11.2061,13.8437,25.02,88,51,3.1,AO,1715487465
369,Nyurba,63.2842,118.3319,4.6,52,100,4.93,RU,1715487466
370,Reynosa,26.0833,-98.2833,27.21,77,100,6.17,MX,1715487300
371,Gadzhiyevo,69.2551,33.3362,0.02,85,96,1.23,RU,1715487468
372,Kuusamo,65.9667,29.1833,1.02,69,0,0.51,FI,1715487468
373,Billings Metropolitan Area,45.7833,-108.5007,17.87,46,75,5.14,US,1715487335
374,Nogliki,51.8333,143.1667,0.75,98,100,8.05,RU,1715487214
375,Cabo San Lucas,22.8909,-109.9124,25.9,59,76,5.97,MX,1715487471
376,Hwange,-18.3693,26.5019,16.52,49,0,0.6,ZW,1715487472
377,Lompoc,34.6391,-120.4579,13.16,95,100,3.09,US,1715487473
378,Bodaybo,57.8506,114.1933,8.26,68,100,0.75,RU,1715487474
379,Luanda,-8.8368,13.2343,25.0,100,75,1.03,AO,1715487442
380,São João da Barra,-21.6403,-41.0511,24.14,92,0,4.42,BR,1715487476
381,Mary,37.0,62.5,22.02,34,0,5.85,TM,1715487477
382,Flin Flon,54.7682,-101.865,5.94,63,45,6.33,CA,1715487478
383,Shaowu,27.3409,117.4831,22.68,94,100,1.45,CN,1715487376
384,Regeneração,-6.2378,-42.6883,22.87,77,100,0.97,BR,1715487480
385,Coari,-4.085,-63.1414,24.55,97,86,0.39,BR,1715487400
386,Margate,51.3813,1.3862,14.61,87,98,4.91,GB,1715487481
387,Wellington,-41.2866,174.7756,12.81,76,75,1.54,NZ,1715487372
388,Wynyard,-41.0,145.7167,15.46,71,3,4.65,AU,1715487483
389,Whangarei,-35.7317,174.3239,14.18,68,55,0.53,NZ,1715487484
390,Valle de La Pascua,9.2155,-66.0073,27.05,70,79,2.01,VE,1715487485
391,Ilhabela,-23.7781,-45.3581,24.59,63,0,1.79,BR,1715487466
392,Box Elder,41.5005,-112.8764,17.32,49,68,3.01,US,1715487487
393,Santa Rosalía,27.3167,-112.2833,22.64,31,79,2.4,MX,1715487488
394,Basco,20.4487,121.9702,28.66,85,72,6.74,PH,1715487489
395,Murzuk,25.9155,13.9184,19.37,37,1,4.52,LY,1715487490
396,Port Hueneme,34.1478,-119.1951,16.85,89,100,2.06,US,1715487491
397,Woolgoolga,-30.1106,153.2007,20.93,68,20,3.45,AU,1715487491
398,Khovd,48.0056,91.6419,27.55,7,100,3.78,MN,1715487492
399,Chonglong,29.7806,104.8522,24.81,59,94,4.16,CN,1715487493
400,Parry Sound,45.3501,-80.033,10.03,87,100,2.37,CA,1715487494
401,Carnarvon,-24.8667,113.6333,28.76,32,100,4.45,AU,1715487494
402,Bartlesville,36.7473,-95.9808,21.12,74,0,0.0,US,1715487495
403,Mombetsu,44.3525,143.3525,18.53,55,100,2.64,JP,1715487336
404,Puerto Santa,-8.9906,-78.6456,18.04,91,88,3.18,PE,1715487497
405,Karratha,-20.7377,116.8463,29.82,29,10,8.32,AU,1715487497
406,Maxixe,-23.8597,35.3472,21.96,86,61,1.69,MZ,1715487223
407,Retreat,38.8245,-85.8533,13.54,82,41,2.17,US,1715487500
408,Puerto Baquerizo Moreno,-0.9,-89.6,23.15,85,100,4.16,EC,1715487501
409,Mörön,49.6342,100.1625,25.62,16,39,4.21,MN,1715487501
410,Al Khārijah,25.4514,30.5464,22.84,33,0,4.16,EG,1715487502
411,Zeya,53.75,127.2667,14.71,30,85,3.02,RU,1715487503
412,Takāb,36.4009,47.1133,16.25,46,53,2.99,IR,1715487504
413,Yeniseysk,58.4497,92.1703,9.97,49,30,3.58,RU,1715487505
414,Greenville,35.6127,-77.3663,16.19,87,100,3.6,US,1715487280
415,Opuwo,-18.0607,13.84,18.01,29,0,3.48,NA,1715487506
416,La Passe,45.5549,-0.8967,16.13,92,100,4.45,FR,1715487507
417,Nagqu Prefecture,31.5,92.0,5.47,13,14,4.43,CN,1715487508
418,Pontes e Lacerda,-15.2261,-59.3353,22.16,65,5,0.89,BR,1715487509
419,Hilo,19.7297,-155.09,23.94,94,100,4.47,US,1715487510
420,Alice Springs,-23.7,133.8833,21.75,26,6,5.66,AU,1715487510
421,Nephi,39.7102,-111.8363,9.86,67,80,1.68,US,1715487511
422,Tidjikja,18.5564,-11.4271,31.31,17,56,3.92,MR,1715487512
423,Zouérat,22.7187,-12.4521,23.33,39,2,5.08,MR,1715487513
424,Mejit,10.2753,170.8646,27.63,81,86,7.26,MH,1715487515
425,Olavarría,-36.8927,-60.3225,4.17,88,6,3.14,AR,1715487515
426,Kemerovo,55.3333,86.0833,14.83,24,0,5.0,RU,1715487516
427,Brooks,50.5834,-111.8851,13.99,55,100,5.66,CA,1715487445
428,North Bend,43.4065,-124.2243,14.02,94,100,3.6,US,1715487518
429,San Juan de Miraflores,-12.1629,-76.9635,19.54,81,77,1.28,PE,1715487519
430,Itapetinga,-15.2489,-40.2478,20.51,96,7,0.44,BR,1715487396
431,Duba,27.3513,35.6901,26.71,54,0,2.78,SA,1715487521
432,Palu,-0.8917,119.8707,31.43,74,57,1.79,ID,1715487521
433,Datong,40.0936,113.2914,18.22,14,0,4.09,CN,1715487522
434,Bikenibeu Village,1.3673,173.1241,29.98,74,75,2.57,KI,1715487523
435,Selfoss,63.9331,-20.9971,7.8,86,100,3.25,IS,1715487524
436,Massawa,15.6097,39.45,31.51,67,14,0.95,ER,1715487525
437,Dinguiraye,11.3,-10.7167,27.9,54,94,1.53,GN,1715487526
438,Puerto Ayacucho,5.6639,-67.6236,25.98,85,100,1.46,VE,1715487527
439,El Nido,11.1858,119.3956,31.73,66,99,4.86,PH,1715487528
440,Chamdo,31.1667,97.2333,9.67,26,1,2.15,CN,1715487528
441,Shetpe,44.1667,52.1167,21.13,33,91,12.81,KZ,1715487529
442,Ar Ruţbah,33.0381,40.2848,20.76,26,23,5.02,IQ,1715487530
443,Es Castell,39.8795,4.2854,14.38,100,0,2.57,ES,1715487531
444,Knjazevac,43.5648,22.2502,14.49,94,100,2.26,RS,1715487532
445,Grand Falls-Windsor,48.9332,-55.6649,1.95,89,100,1.34,CA,1715487533
446,Mayya,61.7333,130.2811,4.62,50,97,1.21,RU,1715487500
447,Touros,-5.1989,-35.4608,24.66,93,17,3.01,BR,1715487262
448,Moriki,12.8741,6.4875,30.65,48,100,4.79,NG,1715487536
449,Tilcara,-23.5776,-65.3509,9.94,18,23,5.45,AR,1715487536
450,Mogok,22.9167,96.5,27.36,41,18,1.64,MM,1715487537
451,Turpan,42.9333,89.1667,36.14,7,0,1.53,CN,1715487538
452,Tual,-5.6667,132.75,27.94,81,100,8.35,ID,1715487539
453,Kita,13.0349,-9.4895,32.47,20,71,1.52,ML,1715487540
454,Rongelap,11.1635,166.8941,27.5,81,78,6.96,MH,1715487541
455,Daru,-9.0763,143.2092,28.12,74,100,6.35,PG,1715487542
456,Iskateley,67.6803,53.1512,-3.88,94,98,5.36,RU,1715487542
457,Severo-Yeniseyskiy,60.3725,93.0408,5.88,63,61,3.13,RU,1715487543
458,Dunedin,-45.8742,170.5036,12.11,67,96,1.79,NZ,1715487544
459,Lexington Park,38.2668,-76.4538,13.82,80,100,5.14,US,1715487497
460,La Punta,-33.1837,-66.3127,6.9,73,2,5.46,AR,1715487546
461,Thunder Bay,48.4001,-89.3168,8.13,74,94,1.8,CA,1715487263
462,Kristiansund,63.1115,7.732,11.36,82,100,1.54,NO,1715487547
463,Shijiang,27.0819,110.7933,23.52,62,100,1.05,CN,1715487548
464,Coronel Dorrego,-38.7187,-61.2873,5.67,84,73,2.15,AR,1715487549
465,Guerrero Negro,27.9769,-114.0611,15.51,83,0,7.94,MX,1715487550
466,Le Port,-20.9373,55.2919,24.98,72,6,1.58,RE,1715487551
467,Hickory,35.7332,-81.3412,16.05,80,0,0.0,US,1715487379
468,Palembang,-2.9167,104.7458,31.05,74,40,2.57,ID,1715487553
469,Iranshahr,27.2025,60.6848,32.19,18,0,4.12,IR,1715487553
470,Eyl,7.9803,49.8164,29.26,70,99,1.84,SO,1715487554
471,Ayr,55.4627,-4.6339,15.17,82,20,3.6,GB,1715487555
472,Porto Velho,-8.7619,-63.9039,25.03,94,0,0.0,BR,1715487271
473,Kari,11.2471,10.561,28.6,48,99,2.79,NG,1715487557
474,Minas de Marcona,-15.2119,-75.1103,13.12,90,86,6.52,PE,1715487437
475,Mandera,3.9366,41.867,26.86,74,69,4.75,KE,1715487559
476,Illapel,-31.6308,-71.1653,7.29,85,0,0.65,CL,1715487384
477,Huanggang,23.677,116.9996,28.94,70,100,3.24,CN,1715487560
478,Thinadhoo,0.5333,72.9333,29.29,75,46,4.59,MV,1715487561
479,Papao,-17.75,-149.55,27.82,78,0,6.5,PF,1715487562
480,Las Tablas,7.7667,-80.2833,27.87,99,100,6.27,PA,1715487563
481,Gay,51.4666,58.4552,12.29,51,10,4.6,RU,1715487564
482,Chulakkurgan,43.765,69.1814,18.26,48,96,2.48,KZ,1715487565
483,Talara,-4.5772,-81.2719,20.76,82,98,7.06,PE,1715487566
484,Port Douglas,-16.4833,145.4667,25.1,81,74,6.26,AU,1715487567
485,Pak Phanang,8.3511,100.202,33.01,65,98,3.65,TH,1715487568
486,Puerto Armuelles,8.2833,-82.8667,26.72,77,100,1.79,PA,1715487569
487,Springs,-26.25,28.4,15.93,65,93,1.56,ZA,1715487570
488,Heroica Caborca,30.7167,-112.15,24.69,19,0,3.41,MX,1715487571
489,Jayapura,-2.5333,140.7,32.66,86,99,2.88,ID,1715487572
490,Montrose,38.4166,-108.2673,-0.24,87,100,1.4,US,1715487574
491,Rodna,47.4167,24.8167,8.54,94,100,1.9,RO,1715487574
492,Antsiranana,-12.2787,49.2917,25.66,76,69,6.41,MG,1715487575
493,Warrnambool,-38.3833,142.4833,15.61,67,29,2.35,AU,1715487576
494,Lucheng,31.2336,117.2806,24.33,36,99,3.85,CN,1715487577
495,Santiago de Cuba,20.0247,-75.8219,28.06,78,20,1.03,CU,1715487578
496,Zhangaözen,43.3,52.8,23.27,26,81,11.97,KZ,1715487579
497,Dalbandin,28.8947,64.4101,26.42,13,0,1.48,PK,1715487580
498,Itoman,26.1247,127.6694,30.43,78,75,7.2,JP,1715487581
499,Bukama,-9.2,25.85,20.83,74,68,1.17,CD,1715487582
500,Geraldton,-28.7667,114.6,32.23,13,100,10.29,AU,1715487583
501,San Luis de la Loma,17.2706,-100.8939,25.64,67,53,1.57,MX,1715487584
502,Saposoa,-6.934,-76.7716,25.24,83,98,0.81,PE,1715487585
503,Tamanghasset,22.785,5.5228,21.95,16,0,3.09,DZ,1715487585
504,San Julián,21.0167,-102.1667,24.83,25,64,4.29,MX,1715487586
505,Harrisburg,40.2737,-76.8844,11.47,93,100,3.6,US,1715487366
506,Tintafor,8.6267,-13.215,27.51,86,84,2.47,SL,1715487588
507,Province of Mantua,45.1667,10.7833,17.58,81,35,1.58,IT,1715487589
508,Ejura,7.3856,-1.3562,24.97,90,100,1.38,GH,1715487379
509,Tshabong,-26.05,22.45,17.83,18,0,3.41,BW,1715487591
510,Coronel Suárez,-37.4547,-61.9334,4.36,81,67,2.78,AR,1715487302
511,Inverloch,-38.6333,145.7167,21.7,67,61,2.69,AU,1715487593
512,Lahaina,20.8783,-156.6825,25.58,93,73,1.85,US,1715487594
513,Saint-Philippe,-21.3585,55.7679,23.77,80,62,5.64,RE,1715487595
514,Nuuk,64.1835,-51.7216,-0.66,86,75,5.66,GL,1715487596
515,Chesma,53.8111,60.6533,13.24,46,49,8.17,RU,1715487596
516,Ýpsonas,34.6884,32.9574,19.54,73,20,5.14,CY,1715487597
517,Colorno,44.9263,10.3768,15.5,76,24,0.81,IT,1715487598
518,Ghat,24.9647,10.1728,21.32,25,0,1.31,LY,1715487599
519,Villa Gesell,-37.2639,-56.973,10.59,66,15,6.21,AR,1715487408
520,Funafuti,-8.5243,179.1942,28.0,89,75,0.0,TV,1715487601
521,Kamina,-8.7386,24.9906,18.56,76,74,1.59,CD,1715487602
522,Kidal,18.4411,1.4078,30.14,9,4,5.26,ML,1715487603
523,Beaufort West,-32.3567,22.583,8.95,71,1,2.68,ZA,1715487604
524,Obock,12.25,43.0833,25.55,66,88,4.28,DJ,1715487601
525,Gubin,51.9496,14.7284,11.25,58,70,3.68,PL,1715487437
526,São Jerônimo,-29.9592,-51.7222,17.86,100,100,0.62,BR,1715487599
527,Onega,63.9061,38.1404,0.25,82,95,3.9,RU,1715487608
528,Maunabo,18.0072,-65.8993,27.9,96,25,1.1,PR,1715487609
529,Mezhdurechensk,53.6942,88.0603,14.83,63,99,2.43,RU,1715487610
530,Shannon,52.7039,-8.8642,13.0,94,75,1.03,IE,1715487611
531,Bonthe,7.5264,-12.505,25.05,92,100,3.97,SL,1715487611
532,Sauðarkrokur,65.7461,-19.6394,4.49,99,100,2.13,IS,1715487612
533,Lamu,-2.2717,40.902,26.81,82,64,6.17,KE,1715487613
534,Teluk Nibung,3.001,99.8164,25.39,90,100,1.42,ID,1715487614
535,Savannah,32.0835,-81.0998,18.3,85,0,2.57,US,1715487484
536,Hiratachō,35.4333,132.8167,19.01,88,75,0.51,JP,1715487616
537,Along,28.1667,94.7667,28.15,41,27,0.41,IN,1715487616
538,Volnovakha,47.601,37.4967,8.76,66,46,6.11,UA,1715487617
539,Antigonish,45.6169,-61.9986,4.34,91,100,1.34,CA,1715487618
540,Acaraú,-2.8856,-40.12,25.27,85,34,4.09,BR,1715487487
541,Le Vauclin,14.5452,-60.8388,28.03,74,20,4.63,MQ,1715487620
542,Mulanje,-16.0316,35.5,17.83,73,0,1.54,MW,1715487621
543,San Sebastián de La Gomera,28.0916,-17.1133,20.21,72,0,1.03,ES,1715487622
544,Kokpekty,48.75,82.4,15.76,44,100,7.28,KZ,1715487622
545,Hanting,36.7708,119.2108,25.0,20,0,4.11,CN,1715487623
546,Kalemie,-5.9475,29.1947,22.22,86,46,1.09,CD,1715487624
547,Palikir,6.9248,158.1611,28.47,89,100,6.69,FM,1715487625
548,Kwang Binh,17.4833,106.6,32.25,60,23,4.72,VN,1715487626
549,Ar Ruseris,11.8659,34.3869,32.14,34,80,2.05,SD,1715487627
550,Kingston,17.997,-76.7936,28.53,79,40,3.09,JM,1715487440
551,Esim,4.8699,-2.2405,26.87,88,93,2.34,GH,1715487629
552,Mwene-Ditu,-7.0,23.45,20.37,79,14,1.5,CD,1715487375
553,Dawei,14.0833,98.2,34.81,47,25,3.5,MM,1715487630
554,Camaná,-16.6228,-72.7111,17.81,94,30,4.5,PE,1715487632
555,Korla,41.7597,86.1469,30.84,6,73,8.74,CN,1715487633
556,Inongo,-1.95,18.2667,22.78,89,83,1.57,CD,1715487634
557,Karatuzskoye,53.6072,92.8667,11.88,88,100,8.05,RU,1715487635
558,St. John's,47.5649,-52.7093,1.65,97,100,5.66,CA,1715487560
559,Carutapera,-1.195,-46.02,24.34,95,86,1.08,BR,1715487636
560,Magistral'nyy,56.1725,107.4458,9.09,58,100,2.75,RU,1715487637
561,Revelstoke,50.9832,-118.2023,17.01,48,0,2.57,CA,1715487638
562,Cooma,-36.2333,149.1333,11.57,65,95,3.66,AU,1715487639
563,Sauteurs,12.2167,-61.6333,27.39,80,7,8.0,GD,1715487640
564,Masterton,-40.9597,175.6575,12.71,68,90,1.16,NZ,1715487641
565,Puerto Madero,14.7208,-92.4215,28.11,78,20,0.0,MX,1715487643
566,Shiqian,27.5225,108.2281,17.25,88,100,0.94,CN,1715487643
567,Edwardsville,38.8114,-89.9532,18.71,68,0,1.34,US,1715487516
568,Álamos,27.0167,-108.9333,26.57,18,99,1.15,MX,1715487645
569,Usogorsk,63.4106,48.6872,-1.13,94,100,2.34,RU,1715487646
570,Frontera,26.9333,-101.45,22.72,78,65,0.45,MX,1715487541
571,Penzance,50.1186,-5.5371,12.64,91,12,1.47,GB,1715487648
572,Nyagan,62.1406,65.3936,1.95,78,94,1.96,RU,1715487649
573,Sidi Ifni,29.3797,-10.173,17.86,88,65,1.97,MA,1715487650
574,Qui Nhon,13.7667,109.2333,31.74,59,72,4.57,VN,1715487651
575,Syracuse,37.0881,15.2792,16.0,74,0,2.08,IT,1715487653
576,Ilebo,-4.3167,20.5833,22.73,97,100,0.65,CD,1715487654
577,San Antonio,29.4241,-98.4936,22.17,81,100,4.12,US,1715487623
578,Gazipaşa,36.2694,32.3179,16.05,88,40,2.57,TR,1715487499
579,Summerlin South,36.1027,-115.3811,24.19,24,5,2.58,US,1715487499
580,Jimeta,9.2833,12.4667,27.06,69,99,3.01,NG,1715487657
581,Tārānagar,28.6709,75.0351,36.24,22,3,3.99,IN,1715487658
582,South Weber,41.1324,-111.9302,16.44,57,0,3.09,US,1715487659
583,Ambon City,-3.6954,128.1814,29.08,79,40,2.57,ID,1715487660
584,Ancud,-41.8697,-73.8203,6.44,82,98,2.12,CL,1715487467
585,Nelson Bay,-32.7167,152.15,21.67,81,74,0.89,AU,1715487661
586,Kisangani,0.5167,25.2,21.77,92,22,0.95,CD,1715487662
587,Kupang,-10.1667,123.5833,35.32,49,20,8.75,ID,1715487663
588,Quepos,9.4236,-84.1652,24.92,95,100,1.99,CR,1715487664
589,Pimentel,-6.8367,-79.9342,19.16,82,0,7.2,PE,1715487664
590,Soure,-0.7167,-48.5233,25.69,91,100,1.95,BR,1715487581
591,Preobrazheniye,42.9019,133.9064,14.32,66,58,4.65,RU,1715487666
592,Whakatane,-37.9585,176.9854,15.28,72,0,0.45,NZ,1715487667
593,Singkil,-7.9855,111.4161,31.46,64,31,0.83,ID,1715487668
594,Fairwood,47.4484,-122.1573,22.58,49,0,5.14,US,1715487668
595,Nova Praha,48.5682,32.9027,6.72,69,11,5.33,UA,1715487669
596,Bat Khela,34.6167,71.9714,23.88,50,21,1.44,PK,1715487670
597,Coquimbo,-29.9533,-71.3436,13.15,71,0,3.31,CL,1715487398
598,Pekanbaru,0.5333,101.45,30.18,79,20,3.6,ID,1715487672
599,Tabuk,17.4189,121.4443,35.27,39,15,3.39,PH,1715487672
600,Novaya Igirma,57.1334,103.9112,11.75,90,100,4.85,RU,1715487674
601,Tutóia,-2.7619,-42.2744,25.45,90,87,2.8,BR,1715487675
602,Vanimo,-2.6741,141.3028,28.96,90,60,3.69,PG,1715487677
